UserID,HealthStatus,BeaconCellName,Duration,EntranceTime,ExitTime,EntranceGPSTime,ExitGPSTime,BeaconLatitude,BeaconLongitude,BeaconAltitude,JobType,ActivityType
2208,HEALTHY,315Z-16,616,2020-07-24T23:38:14.461Z,2020-07-24T23:48:30.461Z,1911598676461,1911599292461,51.080274341117885,-114.13377922509736,8.6,Others,Working
2208,HEALTHY,315Z-6,461,2020-07-24T23:48:30.461Z,2020-07-24T23:56:11.461Z,1911599292461,1911599753461,51.08027324494156,-114.13383476469885,8.6,Others,Working
2208,HEALTHY,315Z-7,465,2020-07-24T23:56:11.461Z,2020-07-25T00:03:56.461Z,1911599753461,1911600218461,51.080245475140835,-114.13386984234185,8.6,Others,Working
2208,HEALTHY,315Z-6,107,2020-07-25T00:03:56.461Z,2020-07-25T00:05:43.461Z,1911600218461,1911600325461,51.08027324494156,-114.13383476469885,8.6,Others,Working
2208,HEALTHY,315Z-16,382,2020-07-25T00:05:43.461Z,2020-07-25T00:12:05.461Z,1911600325461,1911600707461,51.080274341117885,-114.13377922509736,8.6,Others,Working
2208,HEALTHY,315Z-15,597,2020-07-25T00:12:05.461Z,2020-07-25T00:22:02.461Z,1911600707461,1911601304461,51.08026995641251,-114.13372514706437,8.6,Others,Working
2208,HEALTHY,315Z-16,932,2020-07-25T00:22:02.461Z,2020-07-25T00:37:34.461Z,1911601304461,1911602236461,51.080274341117885,-114.13377922509736,8.6,Others,Working
2208,HEALTHY,315Z-6,359,2020-07-25T00:37:34.461Z,2020-07-25T00:43:33.461Z,1911602236461,1911602595461,51.08027324494156,-114.13383476469885,8.6,Others,Working
2208,HEALTHY,315Z-7,647,2020-07-25T00:43:33.461Z,2020-07-25T00:54:20.461Z,1911602595461,1911603242461,51.080245475140835,-114.13386984234185,8.6,Others,Working
2208,HEALTHY,315Z-4,1177,2020-07-25T00:54:20.461Z,2020-07-25T01:13:57.461Z,1911603242461,1911604419461,51.080203524490926,-114.13387065626482,8.6,Others,Working
2208,HEALTHY,315Z-8,616,2020-07-25T01:13:57.461Z,2020-07-25T01:24:13.461Z,1911604419461,1911605035461,51.080153396327916,-114.13386947694974,8.6,Others,Working
2208,HEALTHY,315Z-9,170,2020-07-25T01:24:13.461Z,2020-07-25T01:27:03.461Z,1911605035461,1911605205461,51.080091645060484,-114.13386947694971,8.6,Others,Working
2208,HEALTHY,315Z-5,270,2020-07-25T01:27:03.461Z,2020-07-25T01:31:33.461Z,1911605205461,1911605475461,51.080004334421865,-114.1338687946754,8.6,Others,Working
2208,HEALTHY,315Z-11,1001,2020-07-25T01:31:33.461Z,2020-07-25T01:48:14.461Z,1911605475461,1911606476461,51.08000906644256,-114.13379968705578,8.6,Others,Working
2208,HEALTHY,315Z-12,1096,2020-07-25T01:48:14.461Z,2020-07-25T02:06:30.461Z,1911606476461,1911607572461,51.080012720363705,-114.1337258778486,8.6,Others,Working
2208,HEALTHY,325,132,2020-07-25T02:06:30.461Z,2020-07-25T02:08:42.461Z,1911607572461,1911607704461,51.08004167768874,-114.13381722587718,8.6,Others,Working
2208,HEALTHY,315Z-13,371,2020-07-25T02:08:42.461Z,2020-07-25T02:14:53.461Z,1911607704461,1911608075461,51.08007337545475,-114.13372880098552,8.6,Others,Working
2208,HEALTHY,315Z-12,918,2020-07-25T02:14:53.461Z,2020-07-25T02:30:11.461Z,1911608075461,1911608993461,51.080012720363705,-114.1337258778486,8.6,Others,Working
2208,HEALTHY,325,576,2020-07-25T02:30:11.461Z,2020-07-25T02:39:47.461Z,1911608993461,1911609569461,51.08004167768874,-114.13381722587718,8.6,Others,Working
2208,HEALTHY,315Z-12,148,2020-07-25T02:39:47.461Z,2020-07-25T02:42:15.461Z,1911609569461,1911609717461,51.080012720363705,-114.1337258778486,8.6,Others,Working
2208,HEALTHY,315Z-11,197,2020-07-25T02:42:15.461Z,2020-07-25T02:45:32.461Z,1911609717461,1911609914461,51.08000906644256,-114.13379968705578,8.6,Others,Working
2208,HEALTHY,302Z,268,2020-07-25T02:45:32.461Z,2020-07-25T02:50:00.461Z,1911609914461,1911610182461,51.07996803342797,-114.13382877050262,8.6,Others,Working
2208,HEALTHY,315Z-10,1143,2020-07-25T02:50:00.461Z,2020-07-25T03:09:03.461Z,1911610182461,1911611325461,51.07995425762534,-114.13386984234182,8.6,Others,Working
2208,HEALTHY,315Z-5,410,2020-07-25T03:09:03.461Z,2020-07-25T03:15:53.461Z,1911611325461,1911611735461,51.080004334421865,-114.1338687946754,8.6,Others,Working
2208,HEALTHY,315Z-9,206,2020-07-25T03:15:53.461Z,2020-07-25T03:19:19.461Z,1911611735461,1911611941461,51.080091645060484,-114.13386947694971,8.6,Others,Working
2208,HEALTHY,315Z-5,358,2020-07-25T03:19:19.461Z,2020-07-25T03:25:17.461Z,1911611941461,1911612299461,51.080004334421865,-114.1338687946754,8.6,Others,Working
2208,HEALTHY,315Z-11,1057,2020-07-25T03:25:17.461Z,2020-07-25T03:42:54.461Z,1911612299461,1911613356461,51.08000906644256,-114.13379968705578,8.6,Others,Working
