UserID,HealthStatus,BeaconCellName,Duration,EntranceTime,ExitTime,EntranceGPSTime,ExitGPSTime,BeaconLatitude,BeaconLongitude,BeaconAltitude,JobType,ActivityType
6365,HEALTHY,361Z-2,640,2020-07-24T23:38:14.461Z,2020-07-24T23:48:54.461Z,1911598676461,1911599316461,51.080533956614836,-114.13365378109616,8.6,Others,Working
6365,HEALTHY,361-6,598,2020-07-24T23:48:54.461Z,2020-07-24T23:58:52.461Z,1911599316461,1911599914461,51.0805804963506,-114.13368822050062,8.6,Others,Working
6365,HEALTHY,361Z-1,140,2020-07-24T23:58:52.461Z,2020-07-25T00:01:12.461Z,1911599914461,1911600054461,51.08059818145019,-114.13365285030144,8.6,Others,Working
6365,HEALTHY,361Z-2,532,2020-07-25T00:01:12.461Z,2020-07-25T00:10:04.461Z,1911600054461,1911600586461,51.080533956614836,-114.13365378109616,8.6,Others,Working
6365,HEALTHY,361-5,286,2020-07-25T00:10:04.461Z,2020-07-25T00:14:50.461Z,1911600586461,1911600872461,51.08047501026595,-114.13368770458636,8.6,Others,Working
6365,HEALTHY,363,53,2020-07-25T00:14:50.461Z,2020-07-25T00:15:43.461Z,1911600872461,1911600925461,51.08052278707826,-114.13369659765306,8.6,Others,Working
6365,HEALTHY,361Z-3,127,2020-07-25T00:15:43.461Z,2020-07-25T00:17:50.461Z,1911600925461,1911601052461,51.080459493037615,-114.13365191950673,8.6,Others,Working
6365,HEALTHY,301Z-1,393,2020-07-25T00:17:50.461Z,2020-07-25T00:24:23.461Z,1911601052461,1911601445461,51.080385960255114,-114.13361189533397,8.6,Others,Working
6365,HEALTHY,301Z-2,233,2020-07-25T00:24:23.461Z,2020-07-25T00:28:16.461Z,1911601445461,1911601678461,51.0803850294604,-114.13368635891119,8.6,Others,Working
6365,HEALTHY,301Z-1,1034,2020-07-25T00:28:16.461Z,2020-07-25T00:45:30.461Z,1911601678461,1911602712461,51.080385960255114,-114.13361189533397,8.6,Others,Working
6365,HEALTHY,362W,1079,2020-07-25T00:45:30.461Z,2020-07-25T01:03:29.461Z,1911602712461,1911603791461,51.08041295330186,-114.13368170493762,8.6,Others,Working
6365,HEALTHY,301Z-1,121,2020-07-25T01:03:29.461Z,2020-07-25T01:05:30.461Z,1911603791461,1911603912461,51.080385960255114,-114.13361189533397,8.6,Others,Working
6365,HEALTHY,301Z-2,434,2020-07-25T01:05:30.461Z,2020-07-25T01:12:44.461Z,1911603912461,1911604346461,51.0803850294604,-114.13368635891119,8.6,Others,Working
6365,HEALTHY,361Z-3,171,2020-07-25T01:12:44.461Z,2020-07-25T01:15:35.461Z,1911604346461,1911604517461,51.080459493037615,-114.13365191950673,8.6,Others,Working
6365,HEALTHY,362W,480,2020-07-25T01:15:35.461Z,2020-07-25T01:23:35.461Z,1911604517461,1911604997461,51.08041295330186,-114.13368170493762,8.6,Others,Working
6365,HEALTHY,301Z-1,672,2020-07-25T01:23:35.461Z,2020-07-25T01:34:47.461Z,1911604997461,1911605669461,51.080385960255114,-114.13361189533397,8.6,Others,Working
6365,HEALTHY,362W,869,2020-07-25T01:34:47.461Z,2020-07-25T01:49:16.461Z,1911605669461,1911606538461,51.08041295330186,-114.13368170493762,8.6,Others,Working
6365,HEALTHY,301Z-1,140,2020-07-25T01:49:16.461Z,2020-07-25T01:51:36.461Z,1911606538461,1911606678461,51.080385960255114,-114.13361189533397,8.6,Others,Working
6365,HEALTHY,301Z-2,188,2020-07-25T01:51:36.461Z,2020-07-25T01:54:44.461Z,1911606678461,1911606866461,51.0803850294604,-114.13368635891119,8.6,Others,Working
6365,HEALTHY,361Z-3,248,2020-07-25T01:54:44.461Z,2020-07-25T01:58:52.461Z,1911606866461,1911607114461,51.080459493037615,-114.13365191950673,8.6,Others,Working
6365,HEALTHY,362W,1145,2020-07-25T01:58:52.461Z,2020-07-25T02:17:57.461Z,1911607114461,1911608259461,51.08041295330186,-114.13368170493762,8.6,Others,Working
6365,HEALTHY,301Z-2,855,2020-07-25T02:17:57.461Z,2020-07-25T02:32:12.461Z,1911608259461,1911609114461,51.0803850294604,-114.13368635891119,8.6,Others,Working
6365,HEALTHY,301Z-1,776,2020-07-25T02:32:12.461Z,2020-07-25T02:45:08.461Z,1911609114461,1911609890461,51.080385960255114,-114.13361189533397,8.6,Others,Working
6365,HEALTHY,362W,570,2020-07-25T02:45:08.461Z,2020-07-25T02:54:38.461Z,1911609890461,1911610460461,51.08041295330186,-114.13368170493762,8.6,Others,Working
6365,HEALTHY,301Z-2,944,2020-07-25T02:54:38.461Z,2020-07-25T03:10:22.461Z,1911610460461,1911611404461,51.0803850294604,-114.13368635891119,8.6,Others,Working
6365,HEALTHY,301Z-1,839,2020-07-25T03:10:22.461Z,2020-07-25T03:24:21.461Z,1911611404461,1911612243461,51.080385960255114,-114.13361189533397,8.6,Others,Working
6365,HEALTHY,301Z-2,471,2020-07-25T03:24:21.461Z,2020-07-25T03:32:12.461Z,1911612243461,1911612714461,51.0803850294604,-114.13368635891119,8.6,Others,Working
6365,HEALTHY,301Z-1,819,2020-07-25T03:32:12.461Z,2020-07-25T03:45:51.461Z,1911612714461,1911613533461,51.080385960255114,-114.13361189533397,8.6,Others,Working
