UserID,HealthStatus,BeaconCellName,Duration,EntranceTime,ExitTime,EntranceGPSTime,ExitGPSTime,BeaconLatitude,BeaconLongitude,BeaconAltitude,JobType,ActivityType
15742,HEALTHY,361-3,363,2020-07-24T23:38:14.461Z,2020-07-24T23:44:17.461Z,1911598676461,1911599039461,51.080510686746955,-114.13376826884614,8.6,Cleaning_Staff,Working
15742,HEALTHY,361-2,877,2020-07-24T23:44:17.461Z,2020-07-24T23:58:54.461Z,1911599039461,1911599916461,51.08056001886686,-114.13376919964085,8.6,Cleaning_Staff,Working
15742,HEALTHY,361F,302,2020-07-24T23:58:54.461Z,2020-07-25T00:03:56.461Z,1911599916461,1911600218461,51.080606558602625,-114.13369287447419,8.6,Cleaning_Staff,Working
15742,HEALTHY,361-6,1046,2020-07-25T00:03:56.461Z,2020-07-25T00:21:22.461Z,1911600218461,1911601264461,51.0805804963506,-114.13368822050062,8.6,Cleaning_Staff,Working
15742,HEALTHY,361Z-1,785,2020-07-25T00:21:22.461Z,2020-07-25T00:34:27.461Z,1911601264461,1911602049461,51.08059818145019,-114.13365285030144,8.6,Cleaning_Staff,Working
15742,HEALTHY,361Y,1085,2020-07-25T00:34:27.461Z,2020-07-25T00:52:32.461Z,1911602049461,1911603134461,51.080636344033515,-114.13369008209006,8.6,Cleaning_Staff,Working
15742,HEALTHY,361Z-1,516,2020-07-25T00:52:32.461Z,2020-07-25T01:01:08.461Z,1911603134461,1911603650461,51.08059818145019,-114.13365285030144,8.6,Cleaning_Staff,Working
15742,HEALTHY,361Z-2,1183,2020-07-25T01:01:08.461Z,2020-07-25T01:20:51.461Z,1911603650461,1911604833461,51.080533956614836,-114.13365378109616,8.6,Cleaning_Staff,Working
15742,HEALTHY,361Z-3,648,2020-07-25T01:20:51.461Z,2020-07-25T01:31:39.461Z,1911604833461,1911605481461,51.080459493037615,-114.13365191950673,8.6,Cleaning_Staff,Working
15742,HEALTHY,362W,309,2020-07-25T01:31:39.461Z,2020-07-25T01:36:48.461Z,1911605481461,1911605790461,51.08041295330186,-114.13368170493762,8.6,Cleaning_Staff,Working
15742,HEALTHY,301Z-2,640,2020-07-25T01:36:48.461Z,2020-07-25T01:47:28.461Z,1911605790461,1911606430461,51.0803850294604,-114.13368635891119,8.6,Cleaning_Staff,Working
15742,HEALTHY,302W,1104,2020-07-25T01:47:28.461Z,2020-07-25T02:05:52.461Z,1911606430461,1911607534461,51.08034500528764,-114.13368542811648,8.6,Cleaning_Staff,Working
15742,HEALTHY,301Z-3,72,2020-07-25T02:05:52.461Z,2020-07-25T02:07:04.461Z,1911607534461,1911607606461,51.080385960255114,-114.13377199202499,8.6,Cleaning_Staff,Working
15742,HEALTHY,301Z-4,1007,2020-07-25T02:07:04.461Z,2020-07-25T02:23:51.461Z,1911607606461,1911608613461,51.08040271455999,-114.13383528606563,8.6,Cleaning_Staff,Working
15742,HEALTHY,301Z-3,988,2020-07-25T02:23:51.461Z,2020-07-25T02:40:19.461Z,1911608613461,1911609601461,51.080385960255114,-114.13377199202499,8.6,Cleaning_Staff,Working
15742,HEALTHY,301Z-4,1134,2020-07-25T02:40:19.461Z,2020-07-25T02:59:13.461Z,1911609601461,1911610735461,51.08040271455999,-114.13383528606563,8.6,Cleaning_Staff,Working
15742,HEALTHY,301Z-3,75,2020-07-25T02:59:13.461Z,2020-07-25T03:00:28.461Z,1911610735461,1911610810461,51.080385960255114,-114.13377199202499,8.6,Cleaning_Staff,Working
15742,HEALTHY,301Z-5,284,2020-07-25T03:00:28.461Z,2020-07-25T03:05:12.461Z,1911610810461,1911611094461,51.08031615065147,-114.13383435527092,8.6,Cleaning_Staff,Working
15742,HEALTHY,315Z-6,123,2020-07-25T03:05:12.461Z,2020-07-25T03:07:15.461Z,1911611094461,1911611217461,51.08027324494156,-114.13383476469885,8.6,Cleaning_Staff,Working
15742,HEALTHY,315Z-7,889,2020-07-25T03:07:15.461Z,2020-07-25T03:22:04.461Z,1911611217461,1911612106461,51.080245475140835,-114.13386984234185,8.6,Cleaning_Staff,Working
15742,HEALTHY,315Z-4,804,2020-07-25T03:22:04.461Z,2020-07-25T03:35:28.461Z,1911612106461,1911612910461,51.080203524490926,-114.13387065626482,8.6,Cleaning_Staff,Working
15742,HEALTHY,315Z-8,1219,2020-07-25T03:35:28.461Z,2020-07-25T03:55:47.461Z,1911612910461,1911614129461,51.080153396327916,-114.13386947694974,8.6,Cleaning_Staff,Working
